id,symbol,avg_diff|float,p_val|float,_hprdClass,_expr,_geneLists,gene.firstpart,gene.secondpart,identifier,UCSC_converted
SLC25A37,SLC25A37,0.870094,2.22e-16,Transport/cargo protein,"BrainSpLMD|51312;Eurexp|euxassay_007768|liver, mesenchyme",OMIM|610387,SLC25A37,,,SLC25A37
ZNF621,ZNF621,0.869969,1.67e-09,Transcription regulatory protein,BrainSpLMD|285268,"",ZNF621,,,ZNF621
ZNF620,ZNF620,0.86858,3.99e-06,DNA binding protein,BrainSpLMD|253639,"",ZNF620,,,ZNF620
CCDC181,CCDC181,0.867749,9.26e-05,Unclassified,"BrainSpLMD|57821;Eurexp|euxassay_004163|3rd ventricle, 4th ventricle, choroid invagination","",CCDC181,,,CCDC181
SH3RF1,SH3RF1,0.867528,1.97e-12,Unclassified,BrainSpLMD|57630;Eurexp|euxassay_016453|mantle layer,"",SH3RF1,,,SH3RF1
NPAS3,NPAS3,0.866337,0,Transcription factor,"BrainSpLMD|64067;Eurexp|euxassay_009424|mantle layer, ventral grey horn, ventricular layer;BrainSpMouseDev|27131",OMIM|609430,NPAS3,,,NPAS3
ARHGAP11A,ARHGAP11A,0.863613,1.78e-05,GTPase activating protein,"BrainSpLMD|9824;Eurexp|euxassay_018145|excretory component, hindgut, incisor, mantle layer, marginal layer, meninges, midgut, molar, neural retina, olfactory, stomach, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa",OMIM|610589,ARHGAP11A,,,ARHGAP11A
ATL3,ATL3,0.863497,3.44e-14,Unclassified,"BrainSpLMD|25923;Eurexp|euxassay_001705|orbito-sphenoid, ventricular layer","OMIM|609369;HPO|25923|Autosomal dominant inheritance, Hallux valgus, Hyperkeratosis, Hyporeflexia of lower limbs, Osteolytic defects of the phalanges of the hand, Osteomyelitis, Sensory axonal neuropathy",ATL3,,,ATL3
NCAPG2,NCAPG2,0.863154,1.26e-11,Unclassified,"BrainSpLMD|54892;Eurexp|euxassay_002384|axial muscle, epithelium, lobe, olfactory, ventricular layer",OMIM|608532,NCAPG2,,,NCAPG2
HMGN2,HMGN2,0.861989,0,Transcription regulatory protein,BrainSpLMD|3151;Eurexp|euxassay_007442|embryo;BrainSpMouseDev|15106,OMIM|163910,HMGN2,,,HMGN2
MASP1,MASP1,0.860021,7.3e-07,Serine protease,BrainSpLMD|5648,"OMIM|600521;HPO|5648|Abnormality of eye movement, Abnormality of the anterior chamber, Atrial septal defect, Autosomal recessive inheritance, Bilateral cryptorchidism, Blepharophimosis, Broad foot, Caudal appendage, Cleft palate, Cleft upper lip, Clinodactyly of the 5th finger, Conductive hearing impairment, Conjunctival telangiectasia, Coronal craniosynostosis, Craniosynostosis, Dental crowding, Diastasis recti, Downslanted palpebral fissures, Downturned corners of mouth, Epicanthus inversus, Glaucoma, Growth delay, Hearing impairment, Highly arched eyebrow, Hydronephrosis, Hyperlordosis, Hypertelorism, Intellectual disability, Intellectual disability, mild, Lambdoidal craniosynostosis, Large fleshy ears, Limited pronation/supination of forearm, Microcephaly, Omphalocele, Oral cleft, Patent ductus arteriosus, Postnatal growth retardation, Ptosis, Radioulnar synostosis, Sacral dimple, Scoliosis, Short 5th finger, Short foot, Single interphalangeal crease of fifth finger, Skull asymmetry, Spina bifida occulta, Supernumerary nipple, Telecanthus, Underdeveloped supraorbital ridges, Ventricular septal defect, Wide anterior fontanel",MASP1,,,MASP1
AGO3,AGO3,0.858651,0,Translation regulatory protein,BrainSpLMD|192669,OMIM|607355,AGO3,,,AGO3
EFCAB14,EFCAB14,0.858417,8.01e-05,Unclassified,"","",EFCAB14,,,EFCAB14
HMGN3,HMGN3,0.854189,0,DNA binding protein,"BrainSpLMD|9324;Eurexp|euxassay_010528|lens, olfactory;BrainSpMouseDev|60980",OMIM|604502,HMGN3,,,HMGN3
MTHFD1,MTHFD1,0.854092,0,Enzyme: Dehydrogenase,"BrainSpLMD|4522;Eurexp|euxassay_004845|axial muscle, fundus, incisor, left, left lung, lumen, molar, oesophagus, pancreas, right, right lung, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa",OMIM|172460,MTHFD1,,,MTHFD1
MPP5,MPP5,0.853781,1.86e-05,Unclassified,BrainSpLMD|64398,OMIM|606958,MPP5,,,MPP5
GEN1,GEN1,0.853489,2.46e-09,DNA binding protein,BrainSpLMD|348654,OMIM|612449,GEN1,,,GEN1
DNMT1,DNMT1,0.853142,0,DNA methyltransferase,BrainSpLMD|1786;BrainSpMouseDev|13212,"OMIM|126375;HPO|1786|Adult onset, Apathy, Ataxia, Autosomal dominant inheritance, Cataplexy, Cerebellar atrophy, Cerebral atrophy, Decreased number of peripheral myelinated nerve fibers, Dementia, Depressivity, Excessive daytime sleepiness, Excessive daytime somnolence, Hyperreflexia, Hyporeflexia, Impulsivity, Irritability, Memory impairment, Narcolepsy, Osteomyelitis, Primitive reflex, Progressive, Sensorineural hearing impairment, Sensory neuropathy, Spasticity",DNMT1,,,DNMT1
MT2A,MT2A,0.851621,3.33e-16,Unclassified,"Eurexp|euxassay_004529|left, oesophagus, pancreas, pharyngo-tympanic tube, right, stomach, submandibular gland primordium, thyroid, vibrissa",OMIM|156360,MT2A,,,MT2A
METTL21A,METTL21A,0.850907,5.42e-06,Unclassified,BrainSpLMD|151194,OMIM|615257,METTL21A,,,METTL21A
CHKA,CHKA,0.847772,7.63e-06,Lipid Kinase,BrainSpLMD|1119,OMIM|118491,CHKA,,,CHKA
KCNA3,KCNA3,0.846573,1.37e-08,Voltage gated channel,BrainSpLMD|3738;Eurexp|euxassay_010872|mantle layer,OMIM|176263,KCNA3,,,KCNA3
SIPA1L1,SIPA1L1,0.845222,0,GTPase activating protein,BrainSpLMD|26037,OMIM|617504,SIPA1L1,,,SIPA1L1
PDIA6,PDIA6,0.844586,2.44e-15,Enzyme: Isomerase,BrainSpLMD|10130,OMIM|611099,PDIA6,,,PDIA6
TPI1P1,TPI1P1,0.844302,0,"","","",TPI1P1,,,TPI1P1
TCF19,TCF19,0.84328,2.29e-13,Transcription factor,BrainSpLMD|6941,OMIM|600912,TCF19,,,TCF19
CNP,CNP,0.843199,0,Enzyme: Phosphodiesterase,BrainSpLMD|1267;BrainSpMouseDev|12582,OMIM|123830,CNP,,,CNP
AASS,AASS,0.843174,0,Enzyme: Oxidoreductase;Enzyme: Synthase,BrainSpLMD|10157,"OMIM|605113;HPO|10157|Abnormality of the genitourinary system, Anemia, Autosomal recessive inheritance, Cognitive impairment, Delayed speech and language development, EEG abnormality, Ectopia lentis, Histidinuria, Hyperactivity, Hyperlysinemia, Hyperlysinuria, Infantile onset, Intellectual disability, Intellectual disability, mild, Muscular hypotonia, Phenotypic variability, Seizures, Short attention span, Short stature, Spastic diplegia",AASS,,,AASS
UBXN2A,UBXN2A,0.8431,2.44e-08,Unclassified,BrainSpLMD|165324,"",UBXN2A,,,UBXN2A
PARP1,PARP1,0.84191,2.22e-16,Enzyme: Ribosyltransferase,BrainSpLMD|142,OMIM|173870,PARP1,,,PARP1
ST7.OT4,ST7.OT4,0.841572,3.15e-07,"","","",ST7,OT4,,ST7.OT4
ACOT9,ACOT9,0.84143,8.18e-07,Enzyme: Esterase,"BrainSpLMD|23597;Eurexp|euxassay_001726|dorsal root ganglion, trigeminal V, vagus X",OMIM|300862,ACOT9,,,ACOT9
METTL15,METTL15,0.841293,2.26e-06,Enzyme: Methyltransferase,BrainSpLMD|196074,"",METTL15,,,METTL15
MMS22L,MMS22L,0.840885,0,Unclassified,BrainSpLMD|253714,OMIM|615614,MMS22L,,,MMS22L
RPL21P28,RPL21P28,0.840794,8.08e-13,"","","",RPL21P28,,,RPL21P28
KIF15,KIF15,0.840341,2.55e-15,Cell cycle control protein,BrainSpLMD|56992,OMIM|617569,KIF15,,,KIF15
PPP1CA,PPP1CA,0.839881,9.21e-10,Serine/threonine phosphatase,BrainSpLMD|5499,OMIM|176875,PPP1CA,,,PPP1CA
WDR75,WDR75,0.839672,0.004863035,Unclassified,BrainSpLMD|84128,"",WDR75,,,WDR75
TCF3,TCF3,0.839447,0,Transcription factor,BrainSpLMD|6929;BrainSpMouseDev|21184,"OMIM|147141;COSMIC||pre B-ALL;HPO|6929|Agammaglobulinemia, Arthritis, Autosomal dominant inheritance, B lymphocytopenia, Chronic otitis media, Conjunctivitis, Cough, Diarrhea, Failure to thrive, Fatigue, Fever, Immunodeficiency, Infantile onset, Osteomyelitis, Recurrent respiratory infections, Recurrent skin infections, Sinusitis, Skin rash",TCF3,,,TCF3
TYW3,TYW3,0.838793,1.47e-06,Unclassified,BrainSpLMD|127253,OMIM|611245,TYW3,,,TYW3
ZHX3,ZHX3,0.836221,4.4e-07,Transcription regulatory protein,"BrainSpLMD|23051;Eurexp|euxassay_019571|cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, metanephros, midgut, thoracic, trigeminal V, vagus X, vibrissa;BrainSpMouseDev|107734",OMIM|609598,ZHX3,,,ZHX3
LDLR,LDLR,0.835514,6.22e-15,Cell surface receptor,"BrainSpLMD|3949;Eurexp|euxassay_010458|adrenal gland, cervical, cervico-thoracic, clavicle, hindgut, incisor, mandible, maxilla, metanephros, midgut, orbito-sphenoid, otic capsule, rib, submandibular gland primordium, thoracic, turbinate, ventral grey horn","OMIM|606945;HPO|3949|Abnormality of internal carotid artery, Angina pectoris, Aortic atherosclerosis, Autosomal dominant inheritance, Cerebral artery atherosclerosis, Corneal arcus, Coronary atherosclerosis, Dyspnea, Heart murmur, Hepatic steatosis, Hypercholesterolemia, Hyperlipidemia, Hypertension, Increased circulating low-density lipoprotein levels, Left ventricular failure, Myocardial infarction, Myocardial steatosis, Peripheral arterial stenosis, Precocious atherosclerosis, Premature arteriosclerosis, Premature coronary artery disease, Renal artery stenosis, Sudden cardiac death, Xanthelasma",LDLR,,,LDLR
UBE2T,UBE2T,0.834324,8.16e-11,Ubiquitin proteasome system protein,"BrainSpLMD|29089;Eurexp|euxassay_004872|olfactory, respiratory, submandibular gland primordium, testis, thymus primordium, ventricular layer, vibrissa","OMIM|610538;HPO|29089|Abnormality of chromosome stability, Almond-shaped palpebral fissure, Anemia, Aplasia/Hypoplasia of the radius, Autosomal recessive inheritance, Bone marrow hypocellularity, Duplication of thumb phalanx, Global developmental delay, Hypopigmented skin patches, Intellectual disability, Irregular hyperpigmentation, Leukopenia, Microcephaly, Pancytopenia, Pyridoxine-responsive sideroblastic anemia, Scoliosis, Short palpebral fissure, Short stature, Short thumb, Thrombocytopenia",UBE2T,,,UBE2T
SHMT2,SHMT2,0.834212,1.2e-07,Enzyme: Methyltransferase,"BrainSpLMD|6472;Eurexp|euxassay_001650|axial skeleton, neural retina, nucleus pulposus, orbito-sphenoid, pituitary, submandibular gland primordium, vibrissa",OMIM|138450,SHMT2,,,SHMT2
JAM3,JAM3,0.833999,1.11e-16,Adhesion molecule,"BrainSpLMD|83700;Eurexp|euxassay_000180|cerebral cortex, chondrocranium, diaphragm, head mesenchyme, limb, mantle layer, mesenchyme, tongue, ventricular layer, vertebral axis muscle system;BrainSpMouseDev|58180","OMIM|606871;HPO|83700|Autosomal recessive inheritance, Cataract, Congenital onset, Global developmental delay, Hepatomegaly, Hyperreflexia, Postnatal microcephaly, Seizures, Spasticity, Ventriculomegaly",JAM3,,,JAM3
HIST1H1C,HIST1H1C,0.833795,5.05e-10,DNA binding protein,BrainSpLMD|3006;Eurexp|euxassay_015954|ventricular layer,OMIM|142710,HIST1H1C,,,HIST1H1C
KIF22,KIF22,0.833274,1.81e-12,DNA binding protein,BrainSpLMD|3835,"OMIM|603213;HPO|3835|Abnormal calcification of the carpal bones, Abnormality of the patella, Abnormality of the sacrum, Anteverted nares, Autosomal dominant inheritance, Broad distal phalanx of finger, Carpal bone hypoplasia, Caudal interpedicular narrowing, Congenital hip dislocation, Delayed patellar ossification, Delayed phalangeal epiphyseal ossification, Depressed nasal bridge, Dislocated radial head, Enlarged thorax, Flared metaphysis, Flat capital femoral epiphysis, Frontal bossing, Generalized hypotonia, Genu valgum, Global developmental delay, Hip dislocation, Hypoplasia of the capital femoral epiphysis, Irregular epiphyses, Irregular vertebral endplates, Joint hyperflexibility, Joint laxity, Kyphosis, Large joint dislocations, Laryngeal stenosis, Laryngotracheomalacia, Long distal phalanx of finger, Long proximal phalanx of finger, Macrocephaly, Malar flattening, Metaphyseal irregularity, Micromelia, Midface retrusion, Nail dysplasia, Narrow femoral neck, Osteoarthritis, Platyspondyly, Posterior scalloping of vertebral bodies, Scoliosis, Short nose, Short stature, Skeletal dysplasia, Slender distal phalanx of finger, Slender metacarpals, Slender proximal phalanx of finger, Small epiphyses, Soft skin, Spinal dysraphism, Spondyloepimetaphyseal dysplasia, Streaky metaphyseal sclerosis, Wide nose",KIF22,,,KIF22
MSI1,MSI1,0.833167,0,RNA binding protein,BrainSpLMD|4440,OMIM|603328,MSI1,,,MSI1
PUF60,PUF60,0.83306,6.56e-12,RNA binding protein,BrainSpLMD|22827,"OMIM|604819;HPO|22827|Abnormality of the cardiac septa, Autosomal dominant inheritance, Cerebral atrophy, Clinodactyly, Coloboma, Congenital onset, Feeding difficulties, Global developmental delay, Hemivertebrae, Hip dislocation, Long philtrum, Microcephaly, Narrow forehead, Phenotypic variability, Renal agenesis, Renal cyst, Renal hypoplasia, Scoliosis, Short 5th finger, Short neck, Short nose, Short stature, Thin upper lip vermilion, Vertebral fusion, Wide nasal bridge",PUF60,,,PUF60
SEC61B,SEC61B,0.833025,0.000459391,Membrane transport protein,"",OMIM|609214,SEC61B,,,SEC61B
PPAT,PPAT,0.833005,5.28e-07,Enzyme: Ribosyltransferase,"BrainSpLMD|5471;Eurexp|euxassay_012583|left lung, liver, metanephros, midgut, olfactory lobe, right lung, submandibular gland primordium, thymus primordium, ventricular layer",OMIM|172450,PPAT,,,PPAT
LDHAP4,LDHAP4,0.831548,6.11e-09,"","","",LDHAP4,,,LDHAP4
PRTFDC1,PRTFDC1,0.831032,1.22e-06,Unclassified,BrainSpLMD|56952,OMIM|610751,PRTFDC1,,,PRTFDC1
CKB,CKB,0.830244,0,Enzyme: Phosphotransferase,"BrainSpLMD|1152;Eurexp|euxassay_011493|adrenal gland, dorsal root ganglion, facial VII, glossopharyngeal IX, hindgut, lung, mandible, mantle layer, maxilla, midgut, neural retina, oesophagus, olfactory, rectum, sternum, stomach, trigeminal V, ventral grey horn, ventricular layer, vertebral axis muscle system, vestibulocochlear VIII, vomeronasal organ, wall",OMIM|123280,CKB,,,CKB
NOL7,NOL7,0.829319,3.37e-05,Unclassified,BrainSpLMD|51406,OMIM|611533,NOL7,,,NOL7
PLK4,PLK4,0.8292,6.21e-11,Serine/threonine kinase,"BrainSpLMD|10733;Eurexp|euxassay_003979|Meckel's cartilage, clavicle, cranium, rib, turbinate","OMIM|605031;HPO|10733|Abnormality of dental enamel, Abnormality of neuronal migration, Abnormality of retinal pigmentation, Abnormality of the eyelashes, Absent earlobe, Anteverted nares, Aplasia/Hypoplasia of the cerebellum, Autosomal recessive inheritance, Biparietal narrowing, Cachexia, Cataract, Cerebellar atrophy, Cerebral atrophy, Cerebral cortical atrophy, Clinodactyly of the 5th finger, Cognitive impairment, Cone-shaped epiphysis, Congenital onset, Convex nasal ridge, Cortical gyral simplification, Craniosynostosis, Delayed skeletal maturation, Downslanted palpebral fissures, Glaucoma, Global developmental delay, Hip dysplasia, Hypertonia, Intellectual disability, Intrauterine growth retardation, Joint hyperflexibility, Microcephaly, Microcornea, Micrognathia, Microphthalmia, Mild global developmental delay, Narrow face, Nystagmus, Optic atrophy, Pointed chin, Prematurely aged appearance, Protruding ear, Reduced number of teeth, Sandal gap, Scoliosis, Seizures, Short stature, Sloping forehead, Sparse scalp hair, Strabismus, Visual impairment, Wide nasal bridge",PLK4,,,PLK4
MIR29B1,MIR29B1,0.828994,8.32e-11,"","",OMIM|610783,MIR29B1,,,MIR29B1
PEX2,PEX2,0.827792,1.05e-06,Integral membrane protein,BrainSpLMD|5828;Eurexp|euxassay_006584|embryo,"OMIM|170993;HPO|5828|Abnormal heart morphology, Abnormality of metabolism/homeostasis, Abnormality of movement, Abnormality of neuronal migration, Abnormality of retinal pigmentation, Abnormality of the helix, Abnormality of the liver, Abnormality of the palate, Anteverted nares, Areflexia, Ataxia, Autosomal recessive inheritance, Behavioral abnormality, Bilateral single transverse palmar creases, Brushfield spots, Camptodactyly, Cataract, Cerebellar atrophy, Chorioretinal abnormality, Cleft palate, Clitoral hypertrophy, Cognitive impairment, Constriction of peripheral visual field, Corneal opacity, Cryptorchidism, Cubitus valgus, Death in infancy, Decreased liver function, Depressed nasal bridge, Developmental regression, Difficulty running, Dolichocephaly, Dysarthria, Dysmetria, EEG abnormality, Elevated levels of phytanic acid, Epicanthus, Epiphyseal stippling, External ear malformation, Failure to thrive, Feeding difficulties in infancy, Flat face, Flat occiput, Generalized hypotonia, Generalized neonatal hypotonia, Global developmental delay, Hepatic failure, Hepatomegaly, Hepatosplenomegaly, High forehead, High palate, Hydronephrosis, Hyperreflexia, Hypertelorism, Hyporeflexia, Hypospadias, Intellectual disability, Intrahepatic biliary dysgenesis, Intrauterine growth retardation, Jaundice, Large fontanelles, Low-set ears, Low-set, posteriorly rotated ears, Macrocephaly, Macrogyria, Malabsorption, Metatarsus adductus, Microcephaly, Micrognathia, Multicystic kidney dysplasia, Muscular hypotonia, Neonatal hypotonia, Nyctalopia, Nystagmus, Oculomotor apraxia, Opacification of the corneal stroma, Optic atrophy, Optic nerve dysplasia, Palpebral edema, Pigmentary retinopathy, Polymicrogyria, Poor suck, Posterior embryotoxon, Premature birth, Primary adrenal insufficiency, Profound global developmental delay, Progressive muscle weakness, Ptosis, Pyloric stenosis, Reduced tendon reflexes, Renal cortical microcysts, Renal cyst, Respiratory insufficiency, Rod-cone dystrophy, Round face, Seizures, Sensorineural hearing impairment, Severe global developmental delay, Severe muscular hypotonia, Short stature, Single transverse palmar crease, Skeletal dysplasia, Slow progression, Slow saccadic eye movements, Spasticity, Splenomegaly, Stippled chondral calcification, Strabismus, Talipes equinovarus, Tremor, Underdeveloped supraorbital ridges, Unsteady gait, Upslanted palpebral fissure, Variable expressivity, Very long chain fatty acid accumulation, Visual impairment, Wide anterior fontanel, Wide nasal bridge",PEX2,,,PEX2
SLC1A2,SLC1A2,0.826823,1.98e-11,Membrane transport protein,"BrainSpLMD|6506;Eurexp|euxassay_009471|brain, spinal cord;BrainSpMouseDev|20273","SFARI||Autism, No category;OMIM|600300;HPO|6506|Autosomal dominant inheritance, Cerebral atrophy, Epileptic encephalopathy, Flexion contracture, Generalized hypotonia, Global developmental delay, Hypoplasia of the corpus callosum, Intellectual disability, profound, Kyphoscoliosis, Neonatal onset, Seizures",SLC1A2,,,SLC1A2
SRBD1,SRBD1,0.82682,3.65e-07,Unclassified,"BrainSpLMD|55133;Eurexp|euxassay_009989|olfactory, thymus primordium","",SRBD1,,,SRBD1
NADK2,NADK2,0.82561,0,Unclassified,BrainSpLMD|133686,"OMIM|615787;HPO|133686|Autosomal recessive inheritance, Cerebral atrophy, Choreoathetosis, Cortical visual impairment, Death in infancy, Decreased plasma free carnitine, Dystonia, Encephalopathy, Failure to thrive, Global developmental delay, Hyperlysinemia, Leukodystrophy, Microcephaly, Muscular hypotonia, Neonatal hypotonia, Nystagmus, Seizures, Spasticity, Tetraplegia, Ventriculomegaly",NADK2,,,NADK2
ABAT,ABAT,0.825226,0,Enzyme: Aminotransferase,"BrainSpLMD|18;Eurexp|euxassay_001907|cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, mantle layer, thoracic, thymus primordium, trigeminal V, ventricular layer;BrainSpMouseDev|92603","SFARI||Autism, 4 - Minimal evidence;OMIM|137150;HPO|18|Agenesis of corpus callosum, Autosomal recessive inheritance, Cerebellar hypoplasia, Death in childhood, Downslanted palpebral fissures, Global developmental delay, High-pitched cry, Hyperreflexia, Lethargy, Leukodystrophy, Posterior fossa cyst, Retrognathia, Seizures, Severe muscular hypotonia, Tall stature",ABAT,,,ABAT
AURKB,AURKB,0.824988,4.2e-10,Serine/threonine kinase,BrainSpLMD|9212,OMIM|604970,AURKB,,,AURKB
HDAC1,HDAC1,0.823277,3.4e-06,Transcription regulatory protein,BrainSpLMD|3065,OMIM|601241,HDAC1,,,HDAC1
EFNB2,EFNB2,0.822932,0,Membrane bound ligand,"BrainSpLMD|1948;Eurexp|euxassay_018950|bladder, incisor, lung, mantle layer, mesenchyme, metanephros, molar, oesophagus, pericardium, submandibular gland primordium, urethra, ventricular layer, vibrissa;BrainSpMouseDev|13420",OMIM|600527,EFNB2,,,EFNB2
SRP68,SRP68,0.822774,0.000514205,RNA binding protein,BrainSpLMD|6730,OMIM|604858,SRP68,,,SRP68
POLE2,POLE2,0.821734,1.87e-14,DNA polymerase,"BrainSpLMD|5427;Eurexp|euxassay_006546|choroid invagination, choroid plexus, diaphragm, extrinsic, intrinsic, mesenchyme, paraxial mesenchyme, roof plate, vertebral axis muscle system",OMIM|602670,POLE2,,,POLE2
RHOQ,RHOQ,0.821602,8.29e-07,GTPase,"",OMIM|605857,RHOQ,,,RHOQ
SCML1,SCML1,0.820829,1.85e-06,Transcription regulatory protein,BrainSpLMD|6322,OMIM|300227,SCML1,,,SCML1
UBR7,UBR7,0.81814,0.004844642,Unclassified,BrainSpLMD|55148,"SFARI||Autism, 5 - Hypothesized but untested;OMIM|613816",UBR7,,,UBR7
ZNF626,ZNF626,0.816569,2.58e-05,DNA binding protein,"","SFARI||Autism, 4 - Minimal evidence",ZNF626,,,ZNF626
GATAD2A,GATAD2A,0.815554,3.39e-08,Transcription regulatory protein,BrainSpLMD|54815;BrainSpMouseDev|87820,OMIM|614997,GATAD2A,,,GATAD2A
TSPAN6,TSPAN6,0.814512,4.55e-15,Cell surface receptor,"BrainSpLMD|7105;Eurexp|euxassay_004870|incisor, mandible, maxilla, molar",OMIM|300191,TSPAN6,,,TSPAN6
NDC1,NDC1,0.814422,1.65e-07,Anchor protein,BrainSpLMD|55706,OMIM|610115,NDC1,,,NDC1
RBBP7,RBBP7,0.814187,2.15e-12,Transcription regulatory protein,"BrainSpLMD|5931;Eurexp|euxassay_011608|cranium, midgut, pelvis, submandibular gland primordium, testis, thymus primordium, ventricular layer, vibrissa",OMIM|300825,RBBP7,,,RBBP7
REXO2,REXO2,0.813083,0,Ribonuclease,BrainSpLMD|25996,OMIM|607149,REXO2,,,REXO2
TPD52L2,TPD52L2,0.81299,0.001011365,Unclassified,BrainSpLMD|7165,OMIM|603747,TPD52L2,,,TPD52L2
MRPL17,MRPL17,0.812984,7.12e-09,Ribosomal subunit,"BrainSpLMD|63875;Eurexp|euxassay_010706|axial skeleton, clavicle, liver, mandible, maxilla, orbito-sphenoid, rib, submandibular gland primordium, thymus primordium, turbinate bones",OMIM|611830,MRPL17,,,MRPL17
PNKD,PNKD,0.812893,2.46e-07,Cytoskeletal associated protein,BrainSpLMD|25953,"OMIM|609023;HPO|25953|Autosomal dominant inheritance, Childhood onset, Dysarthria, Dysphagia, Facial grimacing, Infantile onset, Myokymia, Paroxysmal choreoathetosis, Paroxysmal dystonia, Torticollis",PNKD,,,PNKD
ERLIN2,ERLIN2,0.812425,2.49e-07,Unclassified,BrainSpLMD|11160,"OMIM|611605;HPO|11160|Abnormal pyramidal signs, Abnormal upper motor neuron morphology, Absent speech, Autosomal recessive inheritance, Babinski sign, Dysphagia, Gait disturbance, Gait imbalance, High palate, Hyperreflexia, Kyphosis, Loss of speech, Lower limb muscle weakness, Muscle weakness, Pes cavus, Progressive, Pseudobulbar behavioral symptoms, Scoliosis, Skeletal muscle atrophy, Slow progression, Spastic dysarthria, Spastic gait, Spastic paraplegia, Spastic tetraparesis, Strabismus, Upper limb spasticity",ERLIN2,,,ERLIN2
ETV1,ETV1,0.811857,0,Transcription factor,BrainSpLMD|2115;BrainSpMouseDev|13786,"OMIM|600541;COSMIC||Ewing sarcoma, prostate",ETV1,,,ETV1
EIF3G,EIF3G,0.810224,9.86e-05,Translation regulatory protein,BrainSpLMD|8666,"SFARI||Autism, 4 - Minimal evidence;OMIM|603913",EIF3G,,,EIF3G
NUF2,NUF2,0.809453,0,Cytoskeletal associated protein;Cell cycle control protein,BrainSpLMD|83540,OMIM|611772,NUF2,,,NUF2
TECRP1,TECRP1,0.80933,3.87e-07,"","","",TECRP1,,,TECRP1
ACTN1,ACTN1,0.809206,3.9e-07,Cytoskeletal associated protein;Structural protein,BrainSpLMD|87,"OMIM|102575;HPO|87|Anisocytosis, Autosomal dominant inheritance, Increased mean platelet volume, Thrombocytopenia",ACTN1,,,ACTN1
PHIP,PHIP,0.808436,0,Ligand,BrainSpLMD|55023,"SFARI||Autism, 4 - Minimal evidence;OMIM|612870",PHIP,,,PHIP
EXOSC8,EXOSC8,0.808342,0,Ribonuclease,BrainSpLMD|11340,"OMIM|606019;HPO|11340|Autosomal recessive inheritance, Cerebellar vermis hypoplasia, Cerebral cortical atrophy, Failure to thrive, Feeding difficulties, Global developmental delay, Hearing impairment, Hypoplasia of the corpus callosum, Muscle weakness, Respiratory failure, Spastic tetraparesis, Spinal muscular atrophy, Visual impairment",EXOSC8,,,EXOSC8
LGALS3,LGALS3,0.808214,0,Transcription regulatory protein,BrainSpLMD|3958,OMIM|153619,LGALS3,,,LGALS3
OPHN1,OPHN1,0.807447,4.71e-06,GTPase activating protein,BrainSpLMD|4983,"SFARI||Autism, 3 - Suggestive evidence;OMIM|300127;HPO|4983|Attention deficit hyperactivity disorder, Autism, Cerebellar hypoplasia, Cryptorchidism, Deeply set eye, Delayed speech and language development, Disorganization of the anterior cerebellar vermis, Dysmetria, Enlarged cisterna magna, Frontal bossing, Gait ataxia, Generalized hypotonia, Global developmental delay, Hyperactivity, Hypotelorism, Infantile onset, Intellectual disability, Long face, Long nose, Macrocephaly, Macrotia, Mandibular prognathia, Micropenis, Microphallus, Muscular hypotonia, Neurological speech impairment, Nystagmus, Prominent forehead, Prominent supraorbital ridges, Retrocerebellar cyst, Scrotal hypoplasia, Seizures, Short philtrum, Spasticity, Strabismus, Thin upper lip vermilion, X-linked recessive inheritance",OPHN1,,,OPHN1
CEP128,CEP128,0.805659,2.83e-07,Unclassified,BrainSpLMD|145508,"",CEP128,,,CEP128
SRGAP3,SRGAP3,0.805566,0,GTPase activating protein,BrainSpLMD|9901,"SFARI||Autism, 4 - Minimal evidence;OMIM|606525;COSMIC||pilocytic astrocytoma",SRGAP3,,,SRGAP3
ZCCHC9,ZCCHC9,0.804405,3.88e-08,Unclassified,BrainSpLMD|84240,"",ZCCHC9,,,ZCCHC9
AAMP,AAMP,0.802325,7.39e-06,Adhesion molecule,BrainSpLMD|14,OMIM|603488,AAMP,,,AAMP
INTS2,INTS2,0.801101,9.96e-05,Unclassified,BrainSpLMD|57508,OMIM|611346,INTS2,,,INTS2
ANLN,ANLN,0.800505,2.44e-12,Structural protein,BrainSpLMD|54443;Eurexp|euxassay_004352|ventricular layer,"OMIM|616027;HPO|54443|Autosomal dominant inheritance, Focal segmental glomerulosclerosis, Nephrotic syndrome, Proteinuria, Stage 5 chronic kidney disease",ANLN,,,ANLN
NEK3,NEK3,0.800371,2.8e-05,Serine/threonine kinase,BrainSpLMD|4752,OMIM|604044,NEK3,,,NEK3
QKI,QKI,0.799532,0,RNA binding protein,"BrainSpLMD|9444;Eurexp|euxassay_012259|diaphragm, dorsal grey horn, dorsal root ganglion, exoccipital bone, lens, lung, mandible, mantle layer, marginal layer, maxilla, meninges, midgut, neural retina, orbito-sphenoid, petrous part, skeletal muscle, stomach, submandibular gland primordium, turbinate, vault of skull, ventral grey horn, ventricle, ventricular layer, vertebral axis muscle system, vibrissa","OMIM|609590;COSMIC||angiocentric glioma, colorectal cancer",QKI,,,QKI
